"https://tankmagazine.com/tank/2020/11/hans-ulrich-obrist-huw-lemmey/", "A well presented inteview with Huw Lemmey", "fan, fiction, erotica, Hildegard of Bingen, mystic, writing"
"https://a-b-z.co/", "A typography course by Ken Lum", "type, design, graphic, web, education"
"https://thecreativeindependent.com/essays/sand-in-the-gears/","Ingrid Burrington grinds an iphone into a pile of dust","essay, technology, writing"
"https://github.com/MacGapProject/MacGap1","Desktop WebKit wrapper for HTML/CSS/JS applications","tools, web, dev"
"https://wiki.xxiivv.com/site/webring.html", "The Webring, like we are in the 2000s.","web, dev, tools, community"
"https://ashidakim.com/zenkoans/zenindex.html","a collection of zen anecdotes from Collection of Stone and Sand", "zen, writing, tools"
